EventCode,UMask,EventName,Description,Counter,OverFlow,MSRIndex,MSRValue,PreciseEvent,Invert,AnyThread,EdgeDetect
"0x2E","0x4F","LONGEST_LAT_CACHE.REFERENCE","This event counts core-originated cacheable demand requests that refer to the last level cache (LLC). Demand requests include loads, RFOs, and hardware prefetches from L1D, and instruction fetches from IFU.","0,1,2,3","100003","0","0","0","0","0","0"
"0x3C","0x00","CPU_CLK_UNHALTED.THREAD_P","This is an architectural event that counts the number of thread cycles while the thread is not in a halt state. The thread enters the halt state when it is running the HLT instruction. The core frequency may change from time to time due to power or thermal throttling. For this reason, this event may have a changing ratio with regards to wall clock time.","0,1,2,3","2000003","0","0","0","0","0","0"
"0x3C","0x01","CPU_CLK_THREAD_UNHALTED.REF_XCLK","This is a fixed-frequency event programmed to general counters. It counts when the core is unhalted at 100 Mhz.","0,1,2,3","2000003","0","0","0","0","0","0"
"0x48","0x01","L1D_PEND_MISS.PENDING","This event counts duration of L1D miss outstanding, that is each cycle number of Fill Buffers (FB) outstanding required by Demand Reads. FB either is held by demand loads, or it is held by non-demand loads and gets hit at least once by demand. The valid outstanding interval is defined until the FB deallocation by one of the following ways: from FB allocation, if FB is allocated by demand; from the demand Hit FB, if it is allocated by hardware or software prefetch.
Note: In the L1D, a Demand Read contains cacheable or noncacheable demand loads, including ones causing cache-line splits and reads due to page walks resulted from any request type.","2","2000003","0","0","0","0","0","0"
"0x48","0x01","L1D_PEND_MISS.PENDING_CYCLES","This event counts duration of L1D miss outstanding in cycles.","2","2000003","0","0","0","0","0","0"
"0x48","0x01","L1D_PEND_MISS.OCCURENCES","This event counts the number of L1D misses outstanding, using an edge detect to count transitions.","2","2000003","0","0","0","0","0","1"
"0x49","0x01","DTLB_STORE_MISSES.MISS_CAUSES_A_WALK","This event counts store misses in all DTLB levels that cause page walks of any page size (4K/2M/4M/1G).","0,1,2,3","100003","0","0","0","0","0","0"
"0x49","0x02","DTLB_STORE_MISSES.WALK_COMPLETED","This event counts store misses in all DTLB levels that cause a completed page walk of any page size (4K/2M/4M/1G). The page walk can end with or without a fault.","0,1,2,3","100003","0","0","0","0","0","0"
"0x49","0x04","DTLB_STORE_MISSES.WALK_DURATION","This event counts the number of cycles while PMH is busy with the page walk.","0,1,2,3","2000003","0","0","0","0","0","0"
"0x49","0x10","DTLB_STORE_MISSES.STLB_HIT","This event counts store operations that miss the first TLB level but hit the second and do not cause any page walks. The event is relevant only in case of multiple TLB levels.","0,1,2,3","100003","0","0","0","0","0","0"
"0x4C","0x01","LOAD_HIT_PRE.SW_PF","This event counts all not software-prefetch load dispatches that hit the fill buffer (FB) allocated for the software prefetch. It can also be incremented by some lock instructions. So it should only be used with profiling so that the locks can be excluded by asm inspection of the nearby instructions.","0,1,2,3","100003","0","0","0","0","0","0"
"0x4C","0x02","LOAD_HIT_PRE.HW_PF","This event counts all not software-prefetch load dispatches that hit the fill buffer (FB) allocated for the hardware prefetch.","0,1,2,3","100003","0","0","0","0","0","0"
"0x51","0x01","L1D.REPLACEMENT","This event counts L1D data line replacements including opportunistic replacements, and replacements that require stall-for-replace or block-for-replace.","0,1,2,3","2000003","0","0","0","0","0","0"
"0x58","0x04","MOVE_ELIMINATION.INT_NOT_ELIMINATED","Number of integer Move Elimination candidate uops that were not eliminated.","0,1,2,3","1000003","0","0","0","0","0","0"
"0x58","0x08","MOVE_ELIMINATION.SIMD_NOT_ELIMINATED","Number of SIMD Move Elimination candidate uops that were not eliminated.","0,1,2,3","1000003","0","0","0","0","0","0"
"0x58","0x01","MOVE_ELIMINATION.INT_ELIMINATED","Number of integer Move Elimination candidate uops that were eliminated.","0,1,2,3","1000003","0","0","0","0","0","0"
"0x58","0x02","MOVE_ELIMINATION.SIMD_ELIMINATED","Number of SIMD Move Elimination candidate uops that were eliminated.","0,1,2,3","1000003","0","0","0","0","0","0"
"0x5C","0x01","CPL_CYCLES.RING0","This event counts the unhalted core cycles during which the thread is in the ring 0 privileged mode.","0,1,2,3","2000003","0","0","0","0","0","0"
"0x5C","0x02","CPL_CYCLES.RING123","This event counts unhalted core cycles during which the thread is in rings 1, 2, or 3.","0,1,2,3","2000003","0","0","0","0","0","0"
"0x5C","0x01","CPL_CYCLES.RING0_TRANS","This event counts when there is a transition from ring 1,2 or 3 to ring0.","0,1,2,3","100007","0","0","0","0","0","1"
"0x5E","0x01","RS_EVENTS.EMPTY_CYCLES","This event counts cycles during which the reservation station (RS) is empty for the thread.
Note: In ST-mode, not active thread should drive 0. This is usually caused by severely costly branch mispredictions, or allocator/FE issues.","0,1,2,3","2000003","0","0","0","0","0","0"
"0x5F","0x04","DTLB_LOAD_MISSES.STLB_HIT","This event counts load operations that miss the first DTLB level but hit the second and do not cause any page walks. The event is relevant only in case of multiple TLB levels.","0,1,2,3","100003","0","0","0","0","0","0"
"0x60","0x01","OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD","This event counts the number of offcore outstanding Demand Data Read transactions in the super queue (SQ) every cycle. A transaction is considered to be in the Offcore outstanding state between L2 miss and transaction completion sent to requestor. See the corresponding Umask under OFFCORE_REQUESTS.
Note: A prefetch promoted to Demand is counted from the promotion point.","0,1,2,3","2000003","0","0","0","0","0","0"
"0x60","0x02","OFFCORE_REQUESTS_OUTSTANDING.DEMAND_CODE_RD","This event counts the number of offcore outstanding Code Reads transactions in the super queue every cycle. The Offcore outstanding state of the transaction lasts from the L2 miss until the sending transaction completion to requestor (SQ deallocation). See the corresponding Umask under OFFCORE_REQUESTS.","0,1,2,3","2000003","0","0","0","0","0","0"
"0x60","0x04","OFFCORE_REQUESTS_OUTSTANDING.DEMAND_RFO","This event counts the number of offcore outstanding RFO (store) transactions in the super queue (SQ) every cycle. A transaction is considered to be in the Offcore outstanding state between L2 miss and transaction completion sent to requestor (SQ de-allocation). See corresponding Umask under OFFCORE_REQUESTS.","0,1,2,3","2000003","0","0","0","0","0","0"
"0x60","0x08","OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD","This event counts the number of offcore outstanding cacheable Core Data Read transactions in the super queue every cycle. A transaction is considered to be in the Offcore outstanding state between L2 miss and transaction completion sent to requestor (SQ de-allocation). See corresponding Umask under OFFCORE_REQUESTS.","0,1,2,3","2000003","0","0","0","0","0","0"
"0x60","0x01","OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_DATA_RD","This event counts cycles when offcore outstanding Demand Data Read transactions are present in the super queue (SQ). A transaction is considered to be in the Offcore outstanding state between L2 miss and transaction completion sent to requestor (SQ de-allocation).","0,1,2,3","2000003","0","0","0","0","0","0"
"0x60","0x08","OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DATA_RD","This event counts cycles when offcore outstanding cacheable Core Data Read transactions are present in the super queue. A transaction is considered to be in the Offcore outstanding state between L2 miss and transaction completion sent to requestor (SQ de-allocation). See corresponding Umask under OFFCORE_REQUESTS.","0,1,2,3","2000003","0","0","0","0","0","0"
"0x60","0x04","OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_RFO","This event counts the number of offcore outstanding demand rfo Reads transactions in the super queue every cycle. The Offcore outstanding state of the transaction lasts from the L2 miss until the sending transaction completion to requestor (SQ deallocation). See the corresponding Umask under OFFCORE_REQUESTS.","0,1,2,3","2000003","0","0","0","0","0","0"
"0x63","0x01","LOCK_CYCLES.SPLIT_LOCK_UC_LOCK_DURATION","This event counts cycles in which the L1 and L2 are locked due to a UC lock or split lock. A lock is asserted in case of locked memory access, due to noncacheable memory, locked operation that spans two cache lines, or a page walk from the noncacheable page table. L1D and L2 locks have a very high performance penalty and it is highly recommended to avoid such access.","0,1,2,3","2000003","0","0","0","0","0","0"
"0x63","0x02","LOCK_CYCLES.CACHE_LOCK_DURATION","This event counts the number of cycles when the L1D is locked. It is a superset of the 0x1 mask (BUS_LOCK_CLOCKS.BUS_LOCK_DURATION).","0,1,2,3","2000003","0","0","0","0","0","0"
"0x79","0x02","IDQ.EMPTY","This counts the number of cycles that the instruction decoder queue is empty and can indicate that the application may be bound in the front end.  It does not determine whether there are uops being delivered to the Alloc stage since uops can be delivered by bypass skipping the Instruction Decode Queue (IDQ) when it is empty.","0,1,2,3","2000003","0","0","0","0","0","0"
"0x79","0x04","IDQ.MITE_UOPS","This event counts the number of uops delivered to Instruction Decode Queue (IDQ) from the MITE path. Counting includes uops that may bypass the IDQ. This also means that uops are not being delivered from the Decode Stream Buffer (DSB).","0,1,2,3","2000003","0","0","0","0","0","0"
"0x79","0x08","IDQ.DSB_UOPS","This event counts the number of uops delivered to Instruction Decode Queue (IDQ) from the Decode Stream Buffer (DSB) path. Counting includes uops that may bypass the IDQ.","0,1,2,3","2000003","0","0","0","0","0","0"
"0x79","0x10","IDQ.MS_DSB_UOPS","This event counts the number of uops initiated by Decode Stream Buffer (DSB) that are being delivered to Instruction Decode Queue (IDQ) while the Microcode Sequencer (MS) is busy. Counting includes uops that may bypass the IDQ.","0,1,2,3","2000003","0","0","0","0","0","0"
"0x79","0x20","IDQ.MS_MITE_UOPS","This event counts the number of uops initiated by MITE and delivered to Instruction Decode Queue (IDQ) while the Microcode Sequenser (MS) is busy. Counting includes uops that may bypass the IDQ.","0,1,2,3","2000003","0","0","0","0","0","0"
"0x79","0x30","IDQ.MS_UOPS","This event counts the total number of uops delivered to Instruction Decode Queue (IDQ) while the Microcode Sequenser (MS) is busy. Counting includes uops that may bypass the IDQ. Uops maybe initiated by Decode Stream Buffer (DSB) or MITE.","0,1,2,3","2000003","0","0","0","0","0","0"
"0x79","0x30","IDQ.MS_CYCLES","This event counts cycles during which uops are being delivered to Instruction Decode Queue (IDQ) while the Microcode Sequenser (MS) is busy. Counting includes uops that may bypass the IDQ. Uops maybe initiated by Decode Stream Buffer (DSB) or MITE.","0,1,2,3","2000003","0","0","0","0","0","0"
"0x79","0x04","IDQ.MITE_CYCLES","This event counts cycles during which uops are being delivered to Instruction Decode Queue (IDQ) from the MITE path. Counting includes uops that may bypass the IDQ.","0,1,2,3","2000003","0","0","0","0","0","0"
"0x79","0x08","IDQ.DSB_CYCLES","This event counts cycles during which uops are being delivered to Instruction Decode Queue (IDQ) from the Decode Stream Buffer (DSB) path. Counting includes uops that may bypass the IDQ.","0,1,2,3","2000003","0","0","0","0","0","0"
"0x79","0x10","IDQ.MS_DSB_CYCLES","This event counts cycles during which uops initiated by Decode Stream Buffer (DSB) are being delivered to Instruction Decode Queue (IDQ) while the Microcode Sequencer (MS) is busy. Counting includes uops that may bypass the IDQ.","0,1,2,3","2000003","0","0","0","0","0","0"
"0x79","0x10","IDQ.MS_DSB_OCCUR","This event counts the number of deliveries to Instruction Decode Queue (IDQ) initiated by Decode Stream Buffer (DSB) while the Microcode Sequencer (MS) is busy. Counting includes uops that may bypass the IDQ.","0,1,2,3","2000003","0","0","0","0","0","1"
"0x79","0x18","IDQ.ALL_DSB_CYCLES_4_UOPS","This event counts the number of cycles 4  uops were  delivered to Instruction Decode Queue (IDQ) from the Decode Stream Buffer (DSB) path. Counting includes uops that may bypass the IDQ.","0,1,2,3","2000003","0","0","0","0","0","0"
"0x79","0x18","IDQ.ALL_DSB_CYCLES_ANY_UOPS","This event counts the number of cycles  uops were  delivered to Instruction Decode Queue (IDQ) from the Decode Stream Buffer (DSB) path. Counting includes uops that may bypass the IDQ.","0,1,2,3","2000003","0","0","0","0","0","0"
"0x79","0x24","IDQ.ALL_MITE_CYCLES_4_UOPS","This event counts the number of cycles 4  uops were  delivered to Instruction Decode Queue (IDQ) from the MITE path. Counting includes uops that may bypass the IDQ. This also means that uops are not being delivered from the Decode Stream Buffer (DSB).","0,1,2,3","2000003","0","0","0","0","0","0"
"0x79","0x24","IDQ.ALL_MITE_CYCLES_ANY_UOPS","This event counts the number of cycles  uops were delivered to Instruction Decode Queue (IDQ) from the MITE path. Counting includes uops that may bypass the IDQ. This also means that uops are not being delivered from the Decode Stream Buffer (DSB).","0,1,2,3","2000003","0","0","0","0","0","0"
"0x79","0x3c","IDQ.MITE_ALL_UOPS","This event counts the number of uops delivered to Instruction Decode Queue (IDQ) from the MITE path. Counting includes uops that may bypass the IDQ. This also means that uops are not being delivered from the Decode Stream Buffer (DSB).","0,1,2,3","2000003","0","0","0","0","0","0"
"0x80","0x02","ICACHE.MISSES","This event counts the number of instruction cache, streaming buffer and victim cache misses. Counting includes UC accesses.","0,1,2,3","200003","0","0","0","0","0","0"
"0x80","0x04","ICACHE.IFETCH_STALL","Cycles where a code-fetch stalled due to L1 instruction-cache miss or an iTLB miss","0,1,2,3","2000003","0","0","0","0","0","0"
"0x85","0x01","ITLB_MISSES.MISS_CAUSES_A_WALK","This event counts misses at all ITLB levels that cause page walks of any page size (4K/2M/4M).","0,1,2,3","100003","0","0","0","0","0","0"
"0x85","0x02","ITLB_MISSES.WALK_COMPLETED","This event counts misses in all ITLB levels that cause completed page walks of any page size (4K/2M/4M). Page walk can end with or without a Fault.","0,1,2,3","100003","0","0","0","0","0","0"
"0x85","0x04","ITLB_MISSES.WALK_DURATION","This event count cycles when PMH is busy with the page walk (staring with setting uop start and until UopV resetting.","0,1,2,3","2000003","0","0","0","0","0","0"
"0x85","0x10","ITLB_MISSES.STLB_HIT","This event counts operations that miss the first ITLB level but hit the second and do not cause any page walks. The event is relevant only in case of multiple TLB levels.","0,1,2,3","100003","0","0","0","0","0","0"
"0x87","0x01","ILD_STALL.LCP","This event counts stalls occured due to changing prefix length (66, 67 or REX.W when they change the length of the decoded instruction). Occurrences counting is proportional to the number of prefixes in a 16B-line. This may result in the following penalties: three-cycle penalty for each LCP in a 16-byte chunk.","0,1,2,3","2000003","0","0","0","0","0","0"
"0x87","0x04","ILD_STALL.IQ_FULL","This event counts stall cycles when instructions cannot be written because IQ is full.
Note: If there is no Resource Allocation Table (RAT) stalls, it indicates the decoders issue.","0,1,2,3","2000003","0","0","0","0","0","0"
"0x88","0x41","BR_INST_EXEC.NONTAKEN_CONDITIONAL","This event counts not taken macro-conditional branch instructions.","0,1,2,3","200003","0","0","0","0","0","0"
"0x88","0x81","BR_INST_EXEC.TAKEN_CONDITIONAL","This event counts taken speculative and retired macro-conditional branch instructions.","0,1,2,3","200003","0","0","0","0","0","0"
"0x88","0x82","BR_INST_EXEC.TAKEN_DIRECT_JUMP","This event counts taken speculative and retired macro-conditional branch instructions excluding calls and indirect branches.","0,1,2,3","200003","0","0","0","0","0","0"
"0x88","0x84","BR_INST_EXEC.TAKEN_INDIRECT_JUMP_NON_CALL_RET","This event counts taken speculative and retired indirect branches excluding calls and return branches.","0,1,2,3","200003","0","0","0","0","0","0"
"0x88","0x88","BR_INST_EXEC.TAKEN_INDIRECT_NEAR_RETURN","This event counts taken speculative and retired indirect branches that have a return mnemonic.","0,1,2,3","200003","0","0","0","0","0","0"
"0x88","0x90","BR_INST_EXEC.TAKEN_DIRECT_NEAR_CALL","This event counts taken speculative and retired direct near calls.","0,1,2,3","200003","0","0","0","0","0","0"
"0x88","0xA0","BR_INST_EXEC.TAKEN_INDIRECT_NEAR_CALL","This event counts taken speculative and retired indirect calls including both register and memory indirect.","0,1,2,3","200003","0","0","0","0","0","0"
"0x88","0xC1","BR_INST_EXEC.ALL_CONDITIONAL","This event counts both taken and not taken speculative and retired macro-conditional branch instructions.","0,1,2,3","200003","0","0","0","0","0","0"
"0x88","0xC2","BR_INST_EXEC.ALL_DIRECT_JMP","This event counts both taken and not taken speculative and retired macro-unconditional branch instructions, excluding calls and indirects.","0,1,2,3","200003","0","0","0","0","0","0"
"0x88","0xC4","BR_INST_EXEC.ALL_INDIRECT_JUMP_NON_CALL_RET","This event counts both taken and not taken speculative and retired indirect branches excluding calls and return branches.","0,1,2,3","200003","0","0","0","0","0","0"
"0x88","0xC8","BR_INST_EXEC.ALL_INDIRECT_NEAR_RETURN","This event counts both taken and not taken speculative and retired indirect branches that have a return mnemonic.","0,1,2,3","200003","0","0","0","0","0","0"
"0x88","0xD0","BR_INST_EXEC.ALL_DIRECT_NEAR_CALL","This event counts both taken and not taken speculative and retired direct near calls.","0,1,2,3","200003","0","0","0","0","0","0"
"0x88","0xFF","BR_INST_EXEC.ALL_BRANCHES","This event counts both taken and not taken speculative and retired branch instructions.","0,1,2,3","200003","0","0","0","0","0","0"
"0x89","0x41","BR_MISP_EXEC.NONTAKEN_CONDITIONAL","This event counts not taken speculative and retired mispredicted macro conditional branch instructions.","0,1,2,3","200003","0","0","0","0","0","0"
